Comment,Specialist,Subclass,Severity
There's a constant pressure in my lower abdomen. I've been experiencing this for a week. The pain is persistent and seems to worsen in the morning.,Oncologist,Colorectal Cancer,8
I'm dealing with progressive kidney disease and frequent fatigue. I've been experiencing this for several weeks. The condition is irritating and seems to worsen during periods of high stress.,General Medicine Specialist,Hypertension,5
The results were clear and informative. I have been experiencing symptoms since childhood. I'm still worried despite the clear results. The outcome was that The imaging suggested further tests.. Post-scan care was straightforward.,Radiology,Angiography,10
I have persistent bad breath despite brushing regularly. I've been experiencing this for several months. The condition is dry and seems to worsen after exposure to the sun.,Dental/OMFS,Facial trauma,7
I've had multiple episodes of confusion and agitation. I've been experiencing this for a few days. The condition is acute and seems to worsen following medication changes.,Geriatrician,Malnutrition,4
I've been experiencing frequent episodes of diarrhea and fatigue. I've been experiencing this for a week. The pain is dull and seems to worsen at night.,Gastroenterologist,Gastric Cancer,9
There's a constant pressure in my lower abdomen. I've been experiencing this for a few days. The pain is persistent and seems to worsen when I wake up.,Oncologist,Ovarian Cancer,1
The images revealed an underlying issue. I have been experiencing symptoms since childhood. I was reassured by the doctor's explanation. The outcome was that It ruled out any major concerns.. I was given a contrast injection.,Radiology,X-ray Diagnostics,6
I've been having frequent and painful joint stiffness. I've been experiencing this for a few days. The condition is distressing and seems to worsen following a recent illness.,Geriatrician,Dementia,10
I experience severe joint pain and stiffness. I've been experiencing this for several months. The condition is low and seems to worsen during hormonal changes.,Endocrinologist,Hypercalcemia and hypocalcemia,5
Eczema has been affecting my child's skin. for several months. Intensity: mild. It impacts school performance.. Improves with rest and care.. Worsens during growth spurts..,Pediatrics,Attention Deficit Hyperactivity Disorder (ADHD),5
I've been getting confused and disoriented more often. I've been experiencing this for a week. The pain is burning and seems to worsen when stressed.,Neurologist,Myasthenia Gravis,1
I am undergoing cardiac rehabilitation after heart surgery. I've been dealing with this for a few days. The intensity is mild but persistent. It affects my ability to perform daily activities. Assistive devices provide some relief. It tends to get worse due to underlying health conditions..,Physical Medicine and Rehabilitation,Traumatic Brain Injury Rehabilitation,9
I've been feeling dizzy and lightheaded frequently. I've been experiencing this for a few days. The condition is itchy and seems to worsen when I skip meals.,Diabetologist,Hyperglycemia,6
I have scoliosis and need treatment. I've been dealing with this for a month. The intensity is moderate and uncomfortable. It limits my social interactions. Improves with prescribed medication. It tends to get worse following injury or trauma..,Orthopedics,Scoliosis,8
I am undergoing gait and balance training to improve stability. I've been dealing with this for several months. The intensity is extreme and overwhelming. I struggle with work-related tasks due to the condition. Assistive devices provide some relief. It tends to get worse after intensive physical therapy sessions..,Physical Medicine and Rehabilitation,Geriatric Rehabilitation,9
My teeth are sensitive to hot and cold. I've been experiencing this for a month. The condition is dry and seems to worsen after eating certain foods.,Dental/OMFS,Tooth extraction,9
"I have muscle cramps and twitching, particularly at night. I've been experiencing this for a month. The pain is severe and seems to worsen when I drink a lot of fluids.",Nephrologist,Proteinuria,6
There is blood in my urine. I've been experiencing this for a few days. The condition is itchy and seems to worsen in cold weather.,Urology,Testicular Cancer,6
I need surgery for lymphedema in my arm. I've been dealing with this for a week. The intensity is severe and debilitating. I struggle with physical limitations due to the condition. Specialized wound care provides some relief. It tends to get worse following a surgical procedure..,Plastic Surgery,Cleft Lip and Palate,9
I'm dealing with frequent episodes of nausea and vomiting related to GERD. I've been experiencing this for a few days. The condition is intense and seems to worsen due to environmental changes.,General Medicine Specialist,"Fever, Cold and Cough",5
"I've had multiple falls recently, leading to fractures. I've been experiencing this for a month. The condition is distressing and seems to worsen after physical exertion.",Geriatrician,Osteoporosis,5
I'm experiencing sharp pain in my jaw. I've been experiencing this for a few days. The condition is itchy and seems to worsen after using a new dental product.,Dental/OMFS,Temporomandibular joint disorders,7
I'm experiencing dizziness and a spinning sensation. I've been experiencing this for a month. The condition is annoying and seems to worsen after exposure to allergens.,ENT Specialist,Laryngitis,2
There are small red bumps on my arms and legs. I've been experiencing this for a week. The condition is itchy and seems to worsen when I get stressed.,Dermatologist,Moles and Birthmarks,6
I need help recovering from a recent stroke. I've been dealing with this for a couple of weeks. The intensity is mild but persistent. I struggle with work-related tasks due to the condition. Pain is slightly eased with therapy. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Traumatic Brain Injury Rehabilitation,9
